국가별,시점,수출금액[천불],수입금액[천불],무역수지[천불]
스페인,2019.07 월,267703,404518,-136815
스페인,2019.08 월,212089,135962,76126
스페인,2019.09 월,225821,136773,89047
스페인,2019.10 월,184522,165743,18779
스페인,2019.11 월,202635,354043,-151409
스페인,2019.12 월,238582,158874,79707
스페인,2020.01 월,189000,181846,7154
스페인,2020.02 월,192282,131009,61273
스페인,2020.03 월,232163,152812,79351
스페인,2020.04 월,166825,153223,13602
스페인,2020.05 월,113882,131308,-17426
스페인,2020.06 월,154185,151408,2777
스페인,2020.07 월,168673,190406,-21733
스페인,2020.08 월,185207,152660,32547
스페인,2020.09 월,233628,170435,63193
스페인,2020.10 월,234211,154287,79924
스페인,2020.11 월,216580,190742,25838
스페인,2020.12 월,214421,169038,45383
스페인,2021.01 월,225463,166358,59105
스페인,2021.02 월,224343,144087,80257
스페인,2021.03 월,285466,233376,52090
스페인,2021.04 월,241193,188358,52834
스페인,2021.05 월,220487,202263,18224
스페인,2021.06 월,211020,236255,-25235
스페인,2021.07 월,214470,276186,-61716
스페인,2021.08 월,211723,208676,3047
스페인,2021.09 월,215550,179384,36165
스페인,2021.10 월,219867,164200,55668
스페인,2021.11 월,234899,195316,39583
스페인,2021.12 월,341942,212769,129172
스페인,2022.01 월,308503,225456,83048
스페인,2022.02 월,258094,218081,40012
스페인,2022.03 월,326894,256694,70200
스페인,2022.04 월,328831,220476,108355
스페인,2022.05 월,292987,213251,79735
스페인,2022.06 월,231881,215816,16065
스페인,2022.07 월,278237,235876,42361
스페인,2022.08 월,204543,221593,-17050
스페인,2022.09 월,282146,197228,84917
스페인,2022.10 월,225068,188516,36552
스페인,2022.11 월,263979,171994,91984
스페인,2022.12 월,234714,225377,9337
스페인,2023.01 월,250089,220796,29293
스페인,2023.02 월,278287,214587,63700
스페인,2023.03 월,323731,212251,111481
스페인,2023.04 월,292509,209769,82740
스페인,2023.05 월,352885,234768,118117
스페인,2023.06 월,265031,208148,56882
벨기에,2019.01 월,287354,145672,141682
벨기에,2019.02 월,247670,84359,163310
벨기에,2019.03 월,223970,103534,120436
벨기에,2019.04 월,230839,111897,118943
벨기에,2019.05 월,240735,103358,137378
벨기에,2019.06 월,232669,98237,134432
벨기에,2019.07 월,245433,114441,130992
벨기에,2019.08 월,189432,113962,75470
벨기에,2019.09 월,208201,107980,100221
벨기에,2019.10 월,167295,108667,58628
벨기에,2019.11 월,223422,95931,127491
벨기에,2019.12 월,210079,134516,75563
벨기에,2020.01 월,249539,144369,105171
벨기에,2020.02 월,252241,145425,106817
벨기에,2020.03 월,260301,125566,134735
벨기에,2020.04 월,231563,111826,119737
벨기에,2020.05 월,162422,87420,75001
벨기에,2020.06 월,225277,148545,76732
벨기에,2020.07 월,246873,148799,98073
벨기에,2020.08 월,159896,100947,58949
벨기에,2020.09 월,195430,136236,59194
벨기에,2020.10 월,222094,126089,96006
벨기에,2020.11 월,220120,134425,85696
벨기에,2020.12 월,327334,142134,185200
벨기에,2021.01 월,383709,141573,242136
벨기에,2021.02 월,405544,141522,264021
벨기에,2021.03 월,383131,167906,215224
벨기에,2021.04 월,303253,219911,83341
벨기에,2021.05 월,323186,189556,133630
벨기에,2021.06 월,387585,246685,140900
벨기에,2021.07 월,356389,309143,47246
벨기에,2021.08 월,361186,331982,29205
벨기에,2021.09 월,339346,381990,-42644
벨기에,2021.10 월,400669,416302,-15634
벨기에,2021.11 월,395034,265347,129687
벨기에,2021.12 월,398645,612238,-213593
벨기에,2022.01 월,416052,213016,203035
벨기에,2022.02 월,423989,209079,214911
벨기에,2022.03 월,411813,196803,215010
벨기에,2022.04 월,416321,232127,184194
벨기에,2022.05 월,414135,331849,82287
벨기에,2022.06 월,417439,150341,267098
벨기에,2022.07 월,418372,244275,174097
벨기에,2022.08 월,397306,235987,161319
벨기에,2022.09 월,444657,182264,262393
벨기에,2022.10 월,367874,353131,14742
벨기에,2022.11 월,401508,439142,-37634
벨기에,2022.12 월,499991,341890,158100
벨기에,2023.01 월,473939,184269,289670
벨기에,2023.02 월,511743,155453,356290
벨기에,2023.03 월,495398,190552,304846
벨기에,2023.04 월,586207,96791,489416
벨기에,2023.05 월,578073,179272,398801
벨기에,2023.06 월,387462,176900,210562
칠레,2019.01 월,104788,402661,-297873
칠레,2019.02 월,94395,290995,-196600
칠레,2019.03 월,120422,377105,-256683
칠레,2019.04 월,149628,420991,-271363
칠레,2019.05 월,109958,320792,-210834
칠레,2019.06 월,107992,468904,-360912
칠레,2019.07 월,101345,401032,-299687
칠레,2019.08 월,90102,247286,-157184
칠레,2019.09 월,81548,279227,-197678
칠레,2019.10 월,101799,339311,-237512
칠레,2019.11 월,68642,205181,-136539
칠레,2019.12 월,83737,206025,-122287
칠레,2020.01 월,73457,316602,-243144
칠레,2020.02 월,54141,247351,-193210
칠레,2020.03 월,94966,336808,-241841
칠레,2020.04 월,40528,302590,-262061
칠레,2020.05 월,39420,267148,-227727
칠레,2020.06 월,40172,266356,-226185
칠레,2020.07 월,44723,340595,-295873
칠레,2020.08 월,51989,308347,-256358
칠레,2020.09 월,73065,307103,-234038
칠레,2020.10 월,114669,221885,-107216
칠레,2020.11 월,122379,268584,-146205
칠레,2020.12 월,117026,359889,-242862
칠레,2021.01 월,107317,452839,-345522
칠레,2021.02 월,82092,364712,-282620
칠레,2021.03 월,134096,338607,-204511
칠레,2021.04 월,127224,458813,-331589
칠레,2021.05 월,154492,404656,-250165
칠레,2021.06 월,155609,418411,-262802
칠레,2021.07 월,158298,454781,-296483
칠레,2021.08 월,137425,305181,-167756
칠레,2021.09 월,107266,405296,-298030
칠레,2021.10 월,142522,440028,-297506
칠레,2021.11 월,123374,387922,-264549
칠레,2021.12 월,144469,428214,-283745
칠레,2022.01 월,132351,659889,-527538
칠레,2022.02 월,111041,472276,-361235
칠레,2022.03 월,130646,629371,-498725
칠레,2022.04 월,162387,655765,-493378
칠레,2022.05 월,140861,741699,-600838
칠레,2022.06 월,122008,401142,-279135
칠레,2022.07 월,121009,554853,-433844
칠레,2022.08 월,119293,627171,-507878
칠레,2022.09 월,110170,529050,-418880
칠레,2022.10 월,104935,517538,-412603
칠레,2022.11 월,171095,458231,-287136
칠레,2022.12 월,84601,554739,-470137
칠레,2023.01 월,122558,625358,-502801
칠레,2023.02 월,90798,600816,-510018
칠레,2023.03 월,105211,853340,-748129
칠레,2023.04 월,93876,870870,-776995
칠레,2023.05 월,105063,676038,-570975
칠레,2023.06 월,112957,734003,-621045
노르웨이,2019.01 월,92369,116955,-24586
노르웨이,2019.02 월,22459,103121,-80662
노르웨이,2019.03 월,428066,98403,329663
노르웨이,2019.04 월,84201,116257,-32056
노르웨이,2019.05 월,85109,95430,-10321
노르웨이,2019.06 월,235235,100380,134855
노르웨이,2019.07 월,77751,126318,-48566
노르웨이,2019.08 월,264006,114727,149279
노르웨이,2019.09 월,146589,82793,63796
노르웨이,2019.10 월,133351,96768,36583
노르웨이,2019.11 월,51322,103920,-52598
노르웨이,2019.12 월,181516,170283,11233
노르웨이,2020.01 월,39120,109123,-70003
노르웨이,2020.02 월,154213,172922,-18709
노르웨이,2020.03 월,35510,96778,-61268
노르웨이,2020.04 월,19946,105187,-85241
노르웨이,2020.05 월,72458,125724,-53267
노르웨이,2020.06 월,273064,104115,168949
노르웨이,2020.07 월,204411,97860,106551
노르웨이,2020.08 월,195598,135313,60286
노르웨이,2020.09 월,138030,184540,-46510
노르웨이,2020.10 월,146380,87149,59230
노르웨이,2020.11 월,34887,220229,-185342
노르웨이,2020.12 월,148682,105028,43654
노르웨이,2021.01 월,104649,237928,-133278
노르웨이,2021.02 월,18419,104030,-85611
노르웨이,2021.03 월,156501,240949,-84447
노르웨이,2021.04 월,64676,117724,-53048
노르웨이,2021.05 월,33178,120967,-87789
노르웨이,2021.06 월,47142,278117,-230975
노르웨이,2021.07 월,52539,353555,-301016
노르웨이,2021.08 월,55335,297035,-241701
노르웨이,2021.09 월,94996,414799,-319803
노르웨이,2021.10 월,72324,259978,-187654
노르웨이,2021.11 월,50060,244339,-194279
노르웨이,2021.12 월,64144,249193,-185050
노르웨이,2022.01 월,54395,215545,-161150
노르웨이,2022.02 월,58061,150524,-92463
노르웨이,2022.03 월,56674,129349,-72676
노르웨이,2022.04 월,86931,143489,-56558
노르웨이,2022.05 월,82102,175434,-93332
노르웨이,2022.06 월,31018,127328,-96310
노르웨이,2022.07 월,197089,344068,-146979
노르웨이,2022.08 월,177502,104143,73359
노르웨이,2022.09 월,54771,113142,-58371
노르웨이,2022.10 월,41101,182680,-141579
노르웨이,2022.11 월,32568,118975,-86407
노르웨이,2022.12 월,92487,149565,-57078
노르웨이,2023.01 월,89926,136769,-46843
노르웨이,2023.02 월,78584,124343,-45758
노르웨이,2023.03 월,58684,129210,-70526
노르웨이,2023.04 월,24360,429898,-405538
노르웨이,2023.05 월,23854,113089,-89235
노르웨이,2023.06 월,23183,118978,-95795
그리스,2019.01 월,239244,42938,196306
그리스,2019.02 월,17363,36725,-19362
그리스,2019.03 월,241030,15780,225250
그리스,2019.04 월,39469,72137,-32668
그리스,2019.05 월,26342,113181,-86838
그리스,2019.06 월,229274,20486,208789
그리스,2019.07 월,223076,76218,146857
그리스,2019.08 월,53360,50752,2609
그리스,2019.09 월,214054,7894,206160
그리스,2019.10 월,212141,47287,164855
그리스,2019.11 월,111414,33794,77620
그리스,2019.12 월,32785,10985,21800
그리스,2020.01 월,21985,81527,-59542
그리스,2020.02 월,23041,121950,-98909
그리스,2020.03 월,213075,64993,148082
그리스,2020.04 월,16166,30512,-14345
그리스,2020.05 월,15470,28836,-13366
그리스,2020.06 월,85973,80670,5303
그리스,2020.07 월,83196,66394,16802
그리스,2020.08 월,17936,102938,-85002
그리스,2020.09 월,82967,50498,32469
그리스,2020.10 월,198094,36828,161266
그리스,2020.11 월,20219,66267,-46048
그리스,2020.12 월,85080,64653,20427
그리스,2021.01 월,21605,97970,-76365
그리스,2021.02 월,109483,65948,43535
그리스,2021.03 월,181828,129588,52240
그리스,2021.04 월,89693,73034,16659
그리스,2021.05 월,34318,106707,-72389
그리스,2021.06 월,40901,85522,-44621
그리스,2021.07 월,311359,123139,188221
그리스,2021.08 월,213615,141953,71662
그리스,2021.09 월,207203,113373,93830
그리스,2021.10 월,209032,136490,72542
그리스,2021.11 월,215717,101147,114570
그리스,2021.12 월,395147,133919,261228
그리스,2022.01 월,99101,144864,-45763
그리스,2022.02 월,50187,13267,36920
그리스,2022.03 월,336402,15018,321384
그리스,2022.04 월,73794,12291,61503
그리스,2022.05 월,161120,21768,139352
그리스,2022.06 월,124081,10402,113680
그리스,2022.07 월,122602,110829,11773
그리스,2022.08 월,18275,160784,-142510
그리스,2022.09 월,26995,30476,-3481
그리스,2022.10 월,131895,179290,-47395
그리스,2022.11 월,41992,101090,-59098
그리스,2022.12 월,45838,102352,-56514
그리스,2023.01 월,42248,80014,-37767
그리스,2023.02 월,232297,107274,125023
그리스,2023.03 월,44713,63309,-18596
그리스,2023.04 월,46123,67151,-21028
그리스,2023.05 월,44646,63137,-18491
그리스,2023.06 월,29656,15881,13775
헝가리,2019.01 월,179163,46716,132447
헝가리,2019.02 월,192266,32130,160136
헝가리,2019.03 월,250065,38211,211854
헝가리,2019.04 월,181750,44644,137107
헝가리,2019.05 월,212873,40364,172509
헝가리,2019.06 월,205913,41848,164065
헝가리,2019.07 월,169466,46234,123232
헝가리,2019.08 월,220047,38255,181792
헝가리,2019.09 월,200601,41563,159038
헝가리,2019.10 월,241185,42777,198409
헝가리,2019.11 월,214034,46187,167847
헝가리,2019.12 월,210204,37358,172846
헝가리,2020.01 월,224982,38816,186166
헝가리,2020.02 월,232756,34004,198752
헝가리,2020.03 월,257615,51096,206519
헝가리,2020.04 월,212826,60043,152783
헝가리,2020.05 월,240202,57656,182547
헝가리,2020.06 월,199600,68150,131450
헝가리,2020.07 월,184445,51530,132916
헝가리,2020.08 월,265113,40763,224350
헝가리,2020.09 월,244958,65534,179425
헝가리,2020.10 월,277701,70287,207414
헝가리,2020.11 월,270520,72327,198193
헝가리,2020.12 월,315677,67840,247837
헝가리,2021.01 월,261036,44790,216246
헝가리,2021.02 월,288848,45405,243443
헝가리,2021.03 월,361025,57797,303227
헝가리,2021.04 월,285991,53827,232164
헝가리,2021.05 월,372924,73713,299211
헝가리,2021.06 월,326192,82995,243196
헝가리,2021.07 월,389987,62176,327811
헝가리,2021.08 월,322910,61362,261548
헝가리,2021.09 월,341196,95659,245538
헝가리,2021.10 월,235848,52258,183591
헝가리,2021.11 월,359597,59774,299823
헝가리,2021.12 월,505958,59887,446071
헝가리,2022.01 월,400875,51355,349521
헝가리,2022.02 월,390645,71639,319005
헝가리,2022.03 월,442393,57004,385390
헝가리,2022.04 월,439888,59090,380798
헝가리,2022.05 월,543452,57811,485641
헝가리,2022.06 월,435629,67313,368316
헝가리,2022.07 월,571176,58518,512658
헝가리,2022.08 월,538007,62159,475848
헝가리,2022.09 월,487344,71928,415417
헝가리,2022.10 월,433789,78757,355032
헝가리,2022.11 월,610812,71125,539687
헝가리,2022.12 월,868861,88984,779877
헝가리,2023.01 월,716520,61369,655152
헝가리,2023.02 월,787561,81748,705813
헝가리,2023.03 월,678129,73705,604424
헝가리,2023.04 월,601381,64196,537184
헝가리,2023.05 월,579306,68140,511166
헝가리,2023.06 월,564723,88113,476610
이집트,2019.01 월,198075,22044,176030
이집트,2019.02 월,197878,6498,191381
이집트,2019.03 월,131096,5547,125549
이집트,2019.04 월,113689,22598,91091
이집트,2019.05 월,130521,6401,124120
이집트,2019.06 월,120183,5396,114787
이집트,2019.07 월,154974,12313,142661
이집트,2019.08 월,86146,20758,65389
이집트,2019.09 월,85767,81672,4095
이집트,2019.10 월,114732,7936,106796
이집트,2019.11 월,104123,25885,78237
이집트,2019.12 월,136023,64965,71057
이집트,2020.01 월,112496,46897,65599
이집트,2020.02 월,92877,48747,44129
이집트,2020.03 월,118841,45541,73299
이집트,2020.04 월,80595,33618,46977
이집트,2020.05 월,80759,11593,69166
이집트,2020.06 월,87974,35646,52328
이집트,2020.07 월,89324,49120,40203
이집트,2020.08 월,78012,30343,47668
이집트,2020.09 월,97886,18675,79211
이집트,2020.10 월,120370,7307,113063
이집트,2020.11 월,115875,7240,108635
이집트,2020.12 월,140166,10782,129384
이집트,2021.01 월,122049,38725,83323
이집트,2021.02 월,100434,44379,56056
이집트,2021.03 월,145041,44315,100727
이집트,2021.04 월,138841,21980,116861
이집트,2021.05 월,139267,51438,87828
이집트,2021.06 월,157207,46184,111023
이집트,2021.07 월,137295,51455,85840
이집트,2021.08 월,149760,78581,71179
이집트,2021.09 월,127398,44093,83306
이집트,2021.10 월,140854,110403,30452
이집트,2021.11 월,172395,102754,69641
이집트,2021.12 월,151099,11820,139279
이집트,2022.01 월,151117,36532,114584
이집트,2022.02 월,150465,138290,12176
이집트,2022.03 월,162138,197503,-35365
이집트,2022.04 월,115336,164676,-49340
이집트,2022.05 월,128960,120057,8902
이집트,2022.06 월,132274,40069,92204
이집트,2022.07 월,121809,68677,53132
이집트,2022.08 월,110689,298125,-187436
이집트,2022.09 월,93568,220989,-127422
이집트,2022.10 월,88602,52398,36204
이집트,2022.11 월,110130,203454,-93325
이집트,2022.12 월,102990,150537,-47547
이집트,2023.01 월,86618,347383,-260765
이집트,2023.02 월,99973,144966,-44993
이집트,2023.03 월,111894,8346,103548
이집트,2023.04 월,161332,5921,155411
이집트,2023.05 월,108775,56332,52443
이집트,2023.06 월,106706,29387,77318
남아프리카공화국,2019.01 월,65400,168619,-103219
남아프리카공화국,2019.02 월,59670,131468,-71798
남아프리카공화국,2019.03 월,67575,176623,-109047
남아프리카공화국,2019.04 월,72037,269816,-197779
남아프리카공화국,2019.05 월,84147,167757,-83610
남아프리카공화국,2019.06 월,70988,192013,-121024
남아프리카공화국,2019.07 월,77769,161612,-83843
남아프리카공화국,2019.08 월,67909,139342,-71433
남아프리카공화국,2019.09 월,73167,232493,-159325
남아프리카공화국,2019.10 월,60283,221062,-160779
남아프리카공화국,2019.11 월,65711,128013,-62302
남아프리카공화국,2019.12 월,69419,196857,-127439
남아프리카공화국,2020.01 월,56386,137949,-81562
남아프리카공화국,2020.02 월,53073,102343,-49270
남아프리카공화국,2020.03 월,61710,91897,-30187
남아프리카공화국,2020.04 월,42291,175165,-132874
남아프리카공화국,2020.05 월,36114,60554,-24439
남아프리카공화국,2020.06 월,58790,60189,-1400
남아프리카공화국,2020.07 월,49037,202096,-153059
남아프리카공화국,2020.08 월,48814,159015,-110201
남아프리카공화국,2020.09 월,54040,189559,-135519
남아프리카공화국,2020.10 월,72026,134273,-62247
남아프리카공화국,2020.11 월,60782,189054,-128273
남아프리카공화국,2020.12 월,73257,190008,-116751
남아프리카공화국,2021.01 월,85764,161378,-75614
남아프리카공화국,2021.02 월,81947,197487,-115540
남아프리카공화국,2021.03 월,80838,209031,-128193
남아프리카공화국,2021.04 월,78407,81910,-3503
남아프리카공화국,2021.05 월,72012,200552,-128540
남아프리카공화국,2021.06 월,97286,239592,-142306
남아프리카공화국,2021.07 월,93273,195616,-102343
남아프리카공화국,2021.08 월,68783,224113,-155330
남아프리카공화국,2021.09 월,91021,282417,-191396
남아프리카공화국,2021.10 월,71205,225965,-154760
남아프리카공화국,2021.11 월,85850,375832,-289982
남아프리카공화국,2021.12 월,82232,227081,-144849
남아프리카공화국,2022.01 월,94058,243523,-149465
남아프리카공화국,2022.02 월,76559,194101,-117542
남아프리카공화국,2022.03 월,139214,303176,-163962
남아프리카공화국,2022.04 월,102427,323929,-221502
남아프리카공화국,2022.05 월,93378,300350,-206972
남아프리카공화국,2022.06 월,77675,307081,-229406
남아프리카공화국,2022.07 월,114120,387076,-272955
남아프리카공화국,2022.08 월,100209,516943,-416734
남아프리카공화국,2022.09 월,74510,367759,-293249
남아프리카공화국,2022.10 월,65949,329226,-263277
남아프리카공화국,2022.11 월,125975,204694,-78719
남아프리카공화국,2022.12 월,80626,291645,-211019
남아프리카공화국,2023.01 월,82164,293711,-211547
남아프리카공화국,2023.02 월,110499,274332,-163834
남아프리카공화국,2023.03 월,81339,398846,-317507
남아프리카공화국,2023.04 월,74299,349957,-275657
남아프리카공화국,2023.05 월,77070,218773,-141703
남아프리카공화국,2023.06 월,67154,276026,-208872
체코공화국,2019.01 월,170416,83368,87049
체코공화국,2019.02 월,127046,56539,70507
체코공화국,2019.03 월,173626,66431,107195
체코공화국,2019.04 월,171737,76471,95266
체코공화국,2019.05 월,213108,65923,147186
체코공화국,2019.06 월,168191,65092,103100
체코공화국,2019.07 월,217704,84252,133453
체코공화국,2019.08 월,199414,57797,141617
체코공화국,2019.09 월,186008,67854,118154
체코공화국,2019.10 월,169272,71794,97478
체코공화국,2019.11 월,161398,77754,83643
체코공화국,2019.12 월,156123,78438,77685
체코공화국,2020.01 월,187258,76499,110759
체코공화국,2020.02 월,227401,65825,161576
체코공화국,2020.03 월,233665,68639,165026
체코공화국,2020.04 월,253148,95095,158053
체코공화국,2020.05 월,132642,74252,58390
체코공화국,2020.06 월,109468,108293,1175
체코공화국,2020.07 월,208564,81303,127262
체코공화국,2020.08 월,243986,60651,183334
체코공화국,2020.09 월,334503,71151,263352
체코공화국,2020.10 월,248951,74673,174278
체코공화국,2020.11 월,237229,76311,160918
체코공화국,2020.12 월,276865,91200,185666
체코공화국,2021.01 월,228631,80402,148228
체코공화국,2021.02 월,204732,73441,131291
체코공화국,2021.03 월,284722,99562,185160
체코공화국,2021.04 월,251021,93258,157764
체코공화국,2021.05 월,233804,99140,134665
체코공화국,2021.06 월,267150,92834,174316
체코공화국,2021.07 월,234084,93654,140431
체코공화국,2021.08 월,234014,84817,149196
체코공화국,2021.09 월,236865,97502,139362
체코공화국,2021.10 월,236680,100904,135776
체코공화국,2021.11 월,273711,78839,194872
체코공화국,2021.12 월,268413,99856,168557
체코공화국,2022.01 월,262772,67724,195049
체코공화국,2022.02 월,232869,79776,153093
체코공화국,2022.03 월,288757,106469,182288
체코공화국,2022.04 월,225892,81340,144552
체코공화국,2022.05 월,279650,83030,196620
체코공화국,2022.06 월,264167,96831,167337
체코공화국,2022.07 월,281333,83186,198147
체코공화국,2022.08 월,231981,85451,146529
체코공화국,2022.09 월,283923,75253,208670
체코공화국,2022.10 월,233267,84314,148952
체코공화국,2022.11 월,286773,91148,195625
체코공화국,2022.12 월,279010,91927,187083
체코공화국,2023.01 월,243131,109375,133756
체코공화국,2023.02 월,301495,93220,208274
체코공화국,2023.03 월,268628,95738,172890
체코공화국,2023.04 월,244361,112238,132124
체코공화국,2023.05 월,253352,102849,150503
체코공화국,2023.06 월,262941,110576,152365
바하마,2019.01 월,282694,6,282688
바하마,2019.02 월,479,1,479
바하마,2019.03 월,533661,1,533659
바하마,2019.04 월,850587,2,850585
바하마,2019.05 월,83193,3,83190
바하마,2019.06 월,401553,1,401552
바하마,2019.07 월,1040,1,1039
바하마,2019.08 월,1041,2,1040
바하마,2019.09 월,319409,52,319357
바하마,2019.10 월,318373,4,318369
바하마,2019.11 월,942,2,940
바하마,2019.12 월,657,0,656
바하마,2020.01 월,834,2,832
바하마,2020.02 월,963,23,940
바하마,2020.03 월,247,7,240
바하마,2020.04 월,385,0,385
바하마,2020.05 월,174,3,171
바하마,2020.06 월,1770,7,1763
바하마,2020.07 월,504,2,502
바하마,2020.08 월,109381,0,109381
바하마,2020.09 월,805,5,800
바하마,2020.10 월,294134,1,294132
바하마,2020.11 월,217,4,213
바하마,2020.12 월,38079,1,38078
바하마,2021.01 월,363,4,360
바하마,2021.02 월,222446,30,222416
바하마,2021.03 월,635,9,626
바하마,2021.04 월,1270,2,1269
바하마,2021.05 월,65406,5,65401
바하마,2021.06 월,148455,2,148454
바하마,2021.07 월,1353,1,1353
바하마,2021.08 월,1424,1,1423
바하마,2021.09 월,1044,1,1043
바하마,2021.10 월,184802,3,184798
바하마,2021.11 월,246573,2,246571
바하마,2021.12 월,1226,7,1220
바하마,2022.01 월,1861,1,1860
바하마,2022.02 월,216725,1,216723
바하마,2022.03 월,118973,7,118966
바하마,2022.04 월,860,21,839
바하마,2022.05 월,187984,0,187983
바하마,2022.06 월,1272,4,1269
바하마,2022.07 월,675,9,666
바하마,2022.08 월,761,3,759
바하마,2022.09 월,1306,2,1304
바하마,2022.10 월,1258,0,1258
바하마,2022.11 월,2278,2,2276
바하마,2022.12 월,1974,13,1961
바하마,2023.01 월,968,1,967
바하마,2023.02 월,522,47,475
바하마,2023.03 월,71719,2,71717
바하마,2023.04 월,1120,9,1111
바하마,2023.05 월,1064,2,1062
바하마,2023.06 월,1525,10,1515
우즈베크,2019.01 월,185806,1217,184588
우즈베크,2019.02 월,164279,1428,162852
우즈베크,2019.03 월,175489,2622,172867
우즈베크,2019.04 월,189431,1837,187594
우즈베크,2019.05 월,191536,1569,189968
우즈베크,2019.06 월,158830,1753,157077
우즈베크,2019.07 월,185895,2040,183855
우즈베크,2019.08 월,184361,1405,182956
우즈베크,2019.09 월,211953,1344,210610
우즈베크,2019.10 월,209297,1542,207755
우즈베크,2019.11 월,237142,1176,235966
우즈베크,2019.12 월,244419,1775,242644
우즈베크,2020.01 월,137013,972,136041
우즈베크,2020.02 월,160502,892,159610
우즈베크,2020.03 월,227754,1453,226300
우즈베크,2020.04 월,147724,884,146840
우즈베크,2020.05 월,119081,2477,116604
우즈베크,2020.06 월,151558,2111,149447
우즈베크,2020.07 월,165445,1433,164012
우즈베크,2020.08 월,78476,1122,77353
우즈베크,2020.09 월,135995,1550,134445
우즈베크,2020.10 월,114104,2118,111986
우즈베크,2020.11 월,88292,1630,86663
우즈베크,2020.12 월,178289,1519,176771
우즈베크,2021.01 월,118624,1429,117195
우즈베크,2021.02 월,105645,1202,104443
우즈베크,2021.03 월,145510,2035,143476
우즈베크,2021.04 월,155960,2428,153532
우즈베크,2021.05 월,148562,1571,146991
우즈베크,2021.06 월,215330,2041,213289
우즈베크,2021.07 월,176009,2390,173620
우즈베크,2021.08 월,139420,1202,138218
우즈베크,2021.09 월,152184,1882,150302
우즈베크,2021.10 월,155983,2554,153429
우즈베크,2021.11 월,180810,2688,178122
우즈베크,2021.12 월,185416,630,184786
우즈베크,2022.01 월,183583,2309,181273
우즈베크,2022.02 월,143856,2077,141779
우즈베크,2022.03 월,194567,4510,190057
우즈베크,2022.04 월,182777,1645,181132
우즈베크,2022.05 월,166649,3611,163038
우즈베크,2022.06 월,173295,1783,171512
우즈베크,2022.07 월,234594,2269,232325
우즈베크,2022.08 월,183166,1448,181718
우즈베크,2022.09 월,178093,2215,175879
우즈베크,2022.10 월,174678,2586,172092
우즈베크,2022.11 월,172513,1700,170814
우즈베크,2022.12 월,195768,1779,193989
우즈베크,2023.01 월,183609,1768,181841
우즈베크,2023.02 월,216822,1193,215629
우즈베크,2023.03 월,231956,22581,209375
우즈베크,2023.04 월,193400,1534,191866
우즈베크,2023.05 월,201817,2754,199063
우즈베크,2023.06 월,176482,1782,174700
나이지리아,2019.01 월,85589,63759,21830
나이지리아,2019.02 월,51207,83543,-32336
나이지리아,2019.03 월,80090,9169,70921
나이지리아,2019.04 월,57836,42967,14870
나이지리아,2019.05 월,91185,89464,1722
나이지리아,2019.06 월,58529,95226,-36697
나이지리아,2019.07 월,61289,40043,21246
나이지리아,2019.08 월,55219,20082,35137
나이지리아,2019.09 월,46618,132652,-86034
나이지리아,2019.10 월,60656,9889,50766
나이지리아,2019.11 월,50740,72310,-21570
나이지리아,2019.12 월,60655,66934,-6279
나이지리아,2020.01 월,41731,211823,-170092
나이지리아,2020.02 월,49248,114134,-64885
나이지리아,2020.03 월,57849,54825,3024
나이지리아,2020.04 월,46355,63045,-16690
나이지리아,2020.05 월,38019,34638,3380
나이지리아,2020.06 월,27272,73882,-46610
나이지리아,2020.07 월,35673,4530,31143
나이지리아,2020.08 월,37525,25102,12423
나이지리아,2020.09 월,39244,46842,-7598
나이지리아,2020.10 월,53414,16676,36737
나이지리아,2020.11 월,41970,45050,-3080
나이지리아,2020.12 월,48007,59655,-11648
나이지리아,2021.01 월,43349,98315,-54966
나이지리아,2021.02 월,73889,111936,-38047
나이지리아,2021.03 월,82025,144542,-62516
나이지리아,2021.04 월,67085,36803,30282
나이지리아,2021.05 월,65390,144382,-78992
나이지리아,2021.06 월,124085,12228,111858
나이지리아,2021.07 월,80566,39746,40820
나이지리아,2021.08 월,109462,57591,51872
나이지리아,2021.09 월,60177,6410,53767
나이지리아,2021.10 월,130234,161455,-31220
나이지리아,2021.11 월,62307,118761,-56454
나이지리아,2021.12 월,64395,42320,22075
나이지리아,2022.01 월,58505,119941,-61435
나이지리아,2022.02 월,136481,9356,127126
나이지리아,2022.03 월,66707,281886,-215179
나이지리아,2022.04 월,66666,69426,-2760
나이지리아,2022.05 월,72300,150681,-78381
나이지리아,2022.06 월,53611,107858,-54247
나이지리아,2022.07 월,65272,107010,-41738
나이지리아,2022.08 월,146987,225036,-78049
나이지리아,2022.09 월,51998,333575,-281577
나이지리아,2022.10 월,96793,165850,-69057
나이지리아,2022.11 월,29066,129325,-100259
나이지리아,2022.12 월,42431,91064,-48633
나이지리아,2023.01 월,41499,87466,-45967
나이지리아,2023.02 월,48948,145574,-96626
나이지리아,2023.03 월,60393,214920,-154527
나이지리아,2023.04 월,50645,5681,44964
나이지리아,2023.05 월,52170,8498,43672
나이지리아,2023.06 월,41795,50001,-8207
이스라엘,2019.01 월,119956,90765,29191
이스라엘,2019.02 월,154506,75630,78876
이스라엘,2019.03 월,109780,66229,43551
이스라엘,2019.04 월,109574,81577,27997
이스라엘,2019.05 월,96914,81883,15031
이스라엘,2019.06 월,84618,65273,19345
이스라엘,2019.07 월,80233,76024,4209
이스라엘,2019.08 월,114932,83749,31183
